Date,Open,High,Low,Close,Volume,RSI,EMA_12,EMA_26,MACD,Signal_Line,TP,MF,PMF,NMF,PMF_sum,NMF_sum,MR,MFI,%K,%D,Adjusted_Close_Price,LogRet,ParkinsonVol,RSVol,Year,Month,Weekday,Close_diff,Close_log,Return,BC_Price,YH_Price,Standard_Close,YJ_Price,Gaussian_smoothed_Price,HP_filter,SG_Filtered_Price,Wavelet_filtered_Price,Fourier_filtered_Price,EMD_filtered_Price,EMD_energy_thresholded_Price
2013-01-02,13.601428985595703,13.687143325805664,12.955714225769045,13.144286155700684,19431300,,,,,,13.262381235758465,257705308.50639343,0.0,0.0,,,,,,,13.144286155700684,,0.0010878667048025,0.0009570628556765,2013,1,2,,2.575987151321227,,4.453378670929147,-2.0820590909302603,-1.388842420789928,-2.0820590909302603,13.573688567298184,11.767029670172086,13.180245072501044,13.739989268623283,222.45682268078437,13.327264771666915,20.011758255410847
2013-01-03,13.13857078552246,13.988571166992188,13.075714111328123,13.79857063293457,27912500,,,,,,13.620951970418297,380194821.8743007,380194821.8743007,0.0,,,,,,,13.79857063293457,0.0485778581538484,0.0016425421229059,0.0011153484892271,2013,1,3,0.6542844772338867,2.624565009475076,0.0485778581538487,4.588098067846497,-2.06231160269618,-1.3850492956319629,-2.06231160269618,13.64145145448612,12.216129091120637,13.65273453848702,13.741064604912545,165.72269814045455,13.321082723534527,20.023191252159368
2013-01-04,13.791428565979004,13.958571434020996,13.648571014404297,13.71142864227295,17761100,,,,,,13.772857030232748,244621090.99966687,244621090.99966687,0.0,,,,,,,13.71142864227295,-0.0063353169334773,0.0001819251320926,0.0002630428978456,2013,1,4,-0.0871419906616211,2.6182296925415987,-0.0063353169334772,4.570382629954147,-2.0649105317732257,-1.3855544894560483,-2.0649105317732257,13.7427657820427,12.666089297372652,13.9331834248134,13.742031722220592,113.26362040126956,13.495481075664358,20.04064283659978
2013-01-07,13.770000457763672,14.535714149475098,13.73142910003662,14.171428680419922,45550400,,,,,,14.146190643310549,644364642.2790527,644364642.2790527,0.0,,,,,,,14.171428680419922,0.0329981803848372,0.0011685980809662,0.0014619878586578,2013,1,0,0.4600000381469726,2.651227872926436,0.0329981803848369,4.663139826034681,-2.051295654491416,-1.3828877018765282,-2.051295654491416,13.84156850118287,13.118760100195235,13.986040932791568,13.742875933115464,67.385506166132,13.830808817183769,20.06415988505775
2013-01-08,14.287142753601074,14.427143096923828,13.828571319580078,13.880000114440918,24714900,,,,,,14.045238176981607,347126657.02028275,0.0,347126657.02028275,,,,,,,13.880000114440918,-0.0207789096027543,0.0006476261587783,0.0004981118401811,2013,1,1,-0.2914285659790039,2.630448963323681,-0.0207789096027544,4.604590838911792,-2.059891470680453,-1.3845772193017898,-2.059891470680453,13.930465466017118,13.576644647946038,13.922857502528592,13.743787131808917,29.81572033624997,14.183303591378738,20.093661687439713
2013-01-09,13.874285697937012,13.992856979370115,13.507143020629885,13.70142936706543,20223000,,,,,,13.73380978902181,277738835.36338806,0.0,277738835.36338806,,,,,,,13.70142936706543,-0.0129488025695087,0.0004501535235042,0.0005621131396411,2013,1,2,-0.1785707473754882,2.617500160754173,-0.0129488025695083,4.568345466537044,-2.0652093510682885,-1.3856124588923884,-2.0652093510682885,14.027270534964384,14.042904006845356,13.758857536315912,13.74470668389525,1.581883599147436,14.395522252832343,20.129005135725755
2013-01-10,13.795714378356934,14.274286270141602,13.671428680419922,14.0,26117700,,,,,,13.981904983520508,365175199.7880936,365175199.7880936,0.0,,,,,,,14.0,0.0215571688610859,0.0006715963400062,0.000876583029372,2013,1,3,0.2985706329345703,2.6390573296152584,0.0215571688610856,4.628788850646808,-2.056339688467144,-1.3838815363065404,-2.056339688467144,14.141285080737276,14.520888840280032,14.00232691083635,13.86174681497364,-17.039481934590853,14.359932238343504,20.17003898821019
2013-01-11,14.025713920593262,14.5600004196167,14.0,14.470000267028809,29851500,,,,,,14.34333356221517,428170021.8324661,428170021.8324661,0.0,,,,,,,14.470000267028809,0.0330202294820942,0.0005548123991785,0.0002924035229071,2013,1,4,0.4700002670288086,2.6720775590973527,0.0330202294820942,4.722369876721396,-2.0425930116487456,-1.3811567737618835,-2.0425930116487456,14.248146342878218,15.013736389987038,14.47563264029366,14.106878322224963,-26.501755789543196,14.150139795966545,20.216612003187365
2013-01-14,14.427143096923828,14.928570747375488,14.365714073181152,14.778571128845217,23473100,,,,,,14.690951983133951,344842184.99530154,344842184.99530154,0.0,,,,,,,14.778571128845217,0.0211006757577499,0.0005327350651405,0.0004659248184497,2013,1,0,0.308570861816408,2.693178234855103,0.0211006757577503,4.78280818847255,-2.0337059487440063,-1.379367876210899,-2.0337059487440063,14.30688696377888,15.524258342178184,14.726408059256412,14.425787244147443,-27.89940910825727,13.885035876569676,20.26857293895163
2013-01-15,14.717143058776855,14.908571243286133,14.435713768005373,14.527142524719238,17068100,,,,,,14.623809178670248,249600637.44246167,0.0,249600637.44246167,,,,,,,14.527142524719238,-0.0171594369903021,0.000374682303844,0.0004568396109362,2013,1,1,-0.2514286041259783,2.676018797864801,-0.017159436990302,4.733620740386535,-2.040939166292698,-1.380825499304411,-2.040939166292698,14.309156578728054,16.05492654798844,14.460897418430868,14.852304424037824,-22.82341829971093,13.683511431021078,20.325770553797287
